user_id,age,location,time_spent,type
30591,64,Sevilla,161,Empresario
30592,37,Sevilla,82,Empleado
30593,36,Sevilla,144,Funcionario
30594,86,Barcelona,44,Retirado
30595,21,Valencia,65,Estudiante
30596,20,Barcelona,76,Estudiante
30597,34,Madrid,143,Empleado
30598,81,Madrid,95,Retirado
30599,53,Madrid,159,Funcionario
30600,58,Barcelona,115,Funcionario
30601,57,Barcelona,37,Empleado
30602,56,Barcelona,33,Funcionario
30603,65,Madrid,149,Retirado
30604,63,Valencia,151,Empleado
30605,30,Sevilla,115,Empleado
30606,89,Barcelona,47,Sin empleo
30607,78,Barcelona,86,Retirado
30608,59,Valencia,146,Empleado
30609,52,Sevilla,47,Empleado
30610,65,Barcelona,46,Retirado
30611,74,Madrid,142,Empresario
30612,54,Sevilla,79,Funcionario
30613,58,Sevilla,157,Empleado
30614,89,Valencia,144,Retirado
30615,30,Sevilla,69,Sin empleo
30616,19,Barcelona,80,Empleado
30617,37,Valencia,88,Empleado
30618,41,Valencia,93,Funcionario
30619,89,Barcelona,132,Retirado
30620,51,Barcelona,93,Sin empleo
30621,58,Sevilla,99,Funcionario
30622,79,Barcelona,46,Retirado
30623,38,Madrid,90,Empleado
30624,47,Barcelona,32,Funcionario
30625,74,Valencia,179,Retirado
30626,76,Valencia,158,Retirado
30627,55,Sevilla,180,Empresario
30628,56,Valencia,35,Empleado
30629,85,Madrid,67,Retirado
30630,21,Sevilla,133,Empleado
30631,62,Madrid,124,Funcionario
30632,60,Madrid,34,Empresario
30633,84,Madrid,37,Retirado
30634,27,Madrid,106,Empresario
30635,50,Madrid,55,Empleado
30636,19,Madrid,97,Estudiante
30637,51,Barcelona,126,Funcionario
30638,84,Valencia,154,Retirado
30639,50,Madrid,90,Empleado
30640,62,Valencia,73,Empleado
30641,50,Madrid,169,Funcionario
30642,58,Barcelona,119,Empleado
30643,21,Sevilla,32,Estudiante
30644,34,Barcelona,139,Empleado
30645,24,Sevilla,104,Empresario
30646,42,Barcelona,63,Empleado
30647,32,Valencia,126,Empresario
30648,22,Barcelona,84,Estudiante
30649,27,Madrid,116,Empresario
30650,85,Sevilla,48,Retirado
30651,77,Valencia,44,Retirado
30652,34,Madrid,115,Empleado
30653,67,Barcelona,86,Retirado
30654,60,Sevilla,79,Funcionario
30655,55,Valencia,30,Funcionario
30656,67,Barcelona,128,Retirado
30657,70,Sevilla,146,Retirado
30658,81,Barcelona,151,Retirado
30659,80,Valencia,144,Retirado
30660,35,Barcelona,90,Empresario
30661,81,Madrid,48,Retirado
30662,78,Madrid,39,Retirado
30663,30,Madrid,98,Empleado
30664,78,Barcelona,64,Retirado
30665,77,Valencia,148,Retirado
30666,56,Valencia,97,Funcionario
30667,36,Barcelona,106,Empleado
30668,21,Sevilla,180,Empleado
30669,39,Madrid,71,Empleado
30670,26,Valencia,53,Estudiante
30671,77,Madrid,30,Retirado
30672,32,Valencia,58,Empleado
30673,33,Madrid,158,Empleado
30674,18,Sevilla,86,Estudiante
30675,35,Sevilla,45,Sin empleo
30676,23,Sevilla,130,Estudiante
30677,70,Sevilla,63,Retirado
30678,68,Valencia,175,Sin empleo
30679,41,Valencia,113,Empleado
30680,62,Madrid,167,Empleado
30681,68,Madrid,88,Retirado
30682,24,Madrid,138,Empleado
30683,57,Sevilla,57,Funcionario
30684,49,Valencia,118,Funcionario
30685,69,Valencia,92,Retirado
30686,44,Valencia,121,Funcionario
30687,51,Barcelona,90,Funcionario
30688,53,Valencia,118,Empresario
30689,31,Barcelona,150,Empleado
30690,67,Valencia,129,Retirado
30691,76,Valencia,123,Retirado
30692,90,Valencia,133,Empresario
30693,71,Madrid,123,Retirado
30694,18,Sevilla,44,Empleado
30695,47,Madrid,37,Funcionario
30696,80,Barcelona,168,Retirado
30697,62,Valencia,58,Funcionario
30698,62,Valencia,76,Empleado
30699,90,Madrid,147,Retirado
30700,26,Valencia,140,Empleado
30701,44,Barcelona,31,Sin empleo
30702,82,Valencia,175,Retirado
30703,42,Madrid,67,Sin empleo
30704,22,Madrid,81,Estudiante
30705,76,Madrid,66,Retirado
30706,73,Valencia,32,Retirado
30707,69,Sevilla,174,Empresario
30708,65,Valencia,31,Retirado
30709,21,Madrid,159,Empleado
30710,64,Madrid,113,Empleado
30711,22,Barcelona,152,Sin empleo
30712,76,Barcelona,56,Retirado
30713,60,Madrid,146,Empleado
30714,29,Madrid,135,Empleado
30715,22,Sevilla,130,Estudiante
30716,58,Sevilla,126,Empresario
30717,86,Valencia,156,Retirado
30718,38,Valencia,135,Empresario
30719,90,Sevilla,172,Retirado
30720,19,Barcelona,121,Sin empleo
30721,58,Sevilla,68,Empresario
30722,80,Valencia,144,Sin empleo
30723,80,Valencia,152,Retirado
30724,42,Madrid,42,Funcionario
30725,33,Sevilla,109,Empleado
30726,71,Barcelona,68,Retirado
30727,64,Sevilla,164,Sin empleo
30728,78,Madrid,100,Retirado
30729,84,Barcelona,59,Retirado
30730,48,Valencia,150,Empleado
30731,48,Valencia,34,Funcionario
30732,88,Madrid,177,Retirado
30733,36,Madrid,57,Funcionario
30734,39,Valencia,124,Empleado
30735,80,Valencia,64,Retirado
30736,45,Madrid,141,Empleado
30737,60,Valencia,154,Retirado
30738,84,Sevilla,178,Retirado
30739,35,Barcelona,163,Empleado
30740,20,Valencia,58,Empresario
30741,33,Valencia,75,Empresario
30742,65,Sevilla,59,Retirado
30743,39,Barcelona,137,Funcionario
30744,24,Madrid,168,Empresario
30745,90,Barcelona,122,Retirado
30746,57,Barcelona,169,Sin empleo
30747,46,Madrid,83,Empleado
30748,61,Sevilla,96,Empleado
30749,78,Madrid,83,Retirado
30750,79,Madrid,73,Retirado
30751,87,Sevilla,175,Retirado
30752,43,Valencia,169,Empleado
30753,74,Barcelona,129,Retirado
30754,78,Valencia,131,Retirado
30755,36,Valencia,108,Empleado
30756,49,Sevilla,79,Empresario
30757,34,Sevilla,129,Empresario
30758,77,Valencia,101,Retirado
30759,86,Valencia,62,Empresario
30760,58,Valencia,167,Empleado
30761,35,Madrid,66,Funcionario
30762,43,Barcelona,80,Empleado
30763,19,Sevilla,175,Estudiante
30764,77,Barcelona,76,Empresario
30765,77,Sevilla,177,Retirado
30766,79,Sevilla,140,Sin empleo
30767,65,Valencia,70,Retirado
30768,71,Valencia,75,Sin empleo
30769,79,Sevilla,169,Retirado
30770,20,Sevilla,63,Empleado
30771,86,Barcelona,60,Retirado
30772,47,Sevilla,110,Funcionario
30773,45,Sevilla,81,Funcionario
30774,86,Madrid,96,Retirado
30775,87,Barcelona,121,Retirado
30776,84,Valencia,47,Retirado
30777,70,Sevilla,161,Sin empleo
30778,18,Madrid,90,Sin empleo
30779,70,Barcelona,142,Retirado
30780,30,Valencia,107,Funcionario
30781,65,Valencia,162,Retirado
30782,58,Barcelona,30,Empresario
30783,58,Valencia,118,Empleado
30784,55,Madrid,64,Empleado
30785,28,Barcelona,35,Empleado
30786,58,Barcelona,154,Empleado
30787,72,Barcelona,177,Retirado
30788,74,Madrid,91,Retirado
30789,72,Valencia,52,Retirado
30790,46,Barcelona,160,Funcionario
30791,53,Barcelona,34,Empleado
30792,81,Madrid,100,Sin empleo
30793,90,Valencia,111,Retirado
30794,72,Barcelona,112,Retirado
30795,53,Sevilla,170,Empleado
30796,56,Madrid,80,Funcionario
30797,75,Madrid,51,Retirado
30798,90,Madrid,37,Sin empleo
30799,20,Madrid,52,Sin empleo
30800,31,Sevilla,44,Empleado
30801,55,Valencia,96,Empleado
30802,27,Valencia,151,Estudiante
30803,81,Valencia,86,Retirado
30804,84,Madrid,68,Sin empleo
30805,83,Barcelona,156,Retirado
30806,20,Madrid,69,Empleado
30807,78,Barcelona,168,Retirado
30808,37,Barcelona,124,Empleado
30809,66,Barcelona,138,Retirado
30810,52,Valencia,47,Empleado
30811,66,Madrid,160,Retirado
30812,77,Sevilla,172,Retirado
30813,19,Valencia,166,Estudiante
30814,21,Valencia,62,Estudiante
30815,30,Sevilla,70,Empleado
30816,79,Madrid,67,Retirado
30817,48,Sevilla,37,Funcionario
30818,23,Valencia,96,Empresario
30819,89,Sevilla,138,Retirado
30820,70,Valencia,137,Retirado
30821,90,Sevilla,59,Retirado
30822,59,Sevilla,55,Empleado
30823,35,Valencia,159,Empleado
30824,54,Valencia,56,Empleado
30825,26,Valencia,66,Empleado
30826,28,Madrid,159,Empleado
30827,44,Barcelona,123,Empleado
30828,73,Madrid,175,Empresario
30829,69,Madrid,75,Retirado
30830,74,Madrid,65,Sin empleo
30831,46,Barcelona,71,Funcionario
30832,26,Madrid,46,Empleado
30833,35,Madrid,72,Funcionario
30834,36,Barcelona,54,Empleado
30835,43,Sevilla,93,Sin empleo
30836,62,Barcelona,30,Empleado
30837,39,Barcelona,146,Empresario
30838,54,Madrid,98,Empresario
30839,21,Barcelona,162,Estudiante
30840,37,Sevilla,76,Sin empleo
30841,81,Sevilla,138,Retirado
30842,86,Barcelona,165,Retirado
30843,22,Madrid,36,Sin empleo
30844,65,Valencia,32,Retirado
30845,77,Barcelona,147,Retirado
30846,69,Sevilla,120,Retirado
30847,57,Sevilla,93,Sin empleo
30848,22,Valencia,50,Empleado
30849,53,Barcelona,145,Empleado
30850,89,Sevilla,169,Retirado
30851,38,Sevilla,133,Sin empleo
30852,37,Madrid,126,Empleado
30853,37,Barcelona,30,Funcionario
30854,56,Madrid,80,Empleado
30855,26,Barcelona,63,Sin empleo
30856,86,Barcelona,70,Retirado
30857,82,Barcelona,67,Retirado
30858,55,Barcelona,113,Funcionario
30859,75,Sevilla,137,Retirado
30860,64,Sevilla,32,Empleado
30861,85,Madrid,156,Retirado
30862,81,Madrid,88,Retirado
30863,87,Madrid,177,Retirado
30864,76,Valencia,159,Retirado
30865,68,Sevilla,117,Retirado
30866,43,Valencia,53,Empleado
30867,89,Barcelona,124,Empresario
30868,25,Barcelona,102,Empleado
30869,58,Barcelona,176,Funcionario
30870,46,Madrid,163,Funcionario
30871,52,Valencia,66,Empleado
30872,85,Madrid,81,Retirado
30873,88,Madrid,155,Retirado
30874,60,Madrid,137,Sin empleo
30875,77,Barcelona,55,Retirado
30876,39,Valencia,128,Empleado
30877,82,Madrid,154,Retirado
30878,35,Madrid,157,Funcionario
30879,45,Barcelona,161,Empleado
30880,34,Barcelona,140,Funcionario
30881,44,Valencia,136,Empleado
30882,83,Sevilla,95,Retirado
30883,38,Madrid,117,Empleado
30884,73,Barcelona,134,Retirado
30885,80,Valencia,73,Retirado
30886,44,Madrid,65,Empleado
30887,77,Barcelona,175,Retirado
30888,89,Barcelona,72,Retirado
30889,37,Sevilla,37,Empresario
30890,88,Barcelona,70,Retirado
30891,79,Barcelona,39,Retirado
30892,62,Madrid,171,Empleado
30893,30,Valencia,137,Funcionario
30894,84,Madrid,32,Retirado
30895,23,Madrid,46,Estudiante
30896,62,Valencia,138,Funcionario
30897,19,Madrid,82,Empleado
30898,38,Valencia,165,Empresario
30899,20,Valencia,125,Empleado
30900,56,Sevilla,118,Empresario
30901,36,Barcelona,179,Funcionario
30902,46,Barcelona,54,Empresario
30903,66,Valencia,171,Empresario
30904,27,Valencia,151,Empleado
30905,48,Madrid,68,Empleado
30906,43,Barcelona,76,Funcionario
30907,63,Madrid,167,Empleado
30908,70,Sevilla,96,Retirado
30909,35,Sevilla,91,Funcionario
30910,58,Valencia,148,Funcionario
30911,85,Madrid,179,Retirado
30912,68,Barcelona,82,Retirado
30913,19,Sevilla,116,Estudiante
30914,21,Barcelona,50,Empleado
30915,22,Valencia,53,Estudiante
30916,70,Barcelona,163,Retirado
30917,47,Valencia,107,Empleado
30918,78,Sevilla,37,Retirado
30919,27,Sevilla,179,Empleado
30920,71,Valencia,70,Empresario
30921,84,Valencia,125,Retirado
30922,86,Madrid,50,Retirado
30923,23,Sevilla,114,Estudiante
30924,56,Madrid,73,Funcionario
30925,24,Valencia,140,Empleado
30926,75,Madrid,55,Retirado
30927,19,Valencia,103,Empleado
30928,86,Barcelona,109,Retirado
30929,40,Barcelona,165,Sin empleo
30930,41,Sevilla,125,Sin empleo
30931,42,Barcelona,124,Empleado
30932,59,Sevilla,47,Empresario
30933,75,Valencia,155,Retirado
30934,19,Madrid,33,Sin empleo
30935,22,Madrid,31,Empleado
30936,80,Madrid,143,Retirado
30937,36,Valencia,89,Funcionario
30938,81,Madrid,118,Retirado
30939,62,Barcelona,56,Empresario
30940,25,Sevilla,64,Empleado
30941,30,Sevilla,148,Empleado
30942,49,Valencia,116,Empleado
30943,78,Madrid,110,Retirado
30944,45,Madrid,83,Funcionario
30945,27,Barcelona,164,Empresario
30946,68,Madrid,161,Retirado
30947,24,Sevilla,102,Empleado
30948,34,Sevilla,64,Empresario
30949,20,Valencia,39,Empleado
30950,80,Barcelona,42,Retirado
30951,19,Valencia,69,Empleado
30952,64,Madrid,62,Empresario
30953,41,Barcelona,51,Funcionario
30954,55,Madrid,114,Empleado
30955,82,Barcelona,32,Retirado
30956,89,Sevilla,72,Retirado
30957,75,Madrid,171,Retirado
30958,70,Sevilla,116,Retirado
30959,25,Barcelona,48,Empleado
30960,20,Madrid,54,Estudiante
30961,83,Valencia,158,Retirado
30962,76,Valencia,143,Retirado
30963,37,Barcelona,152,Empleado
30964,63,Sevilla,33,Sin empleo
30965,62,Valencia,97,Funcionario
30966,40,Valencia,126,Sin empleo
30967,38,Madrid,157,Funcionario
30968,79,Sevilla,160,Retirado
30969,42,Sevilla,160,Empresario
30970,64,Madrid,155,Empleado
30971,74,Barcelona,53,Retirado
30972,70,Barcelona,60,Retirado
30973,39,Sevilla,98,Empresario
30974,45,Valencia,65,Sin empleo
30975,37,Barcelona,89,Empleado
30976,66,Barcelona,37,Retirado
30977,59,Sevilla,171,Empleado
30978,71,Valencia,112,Retirado
30979,81,Valencia,78,Retirado
30980,53,Valencia,126,Funcionario
30981,54,Valencia,173,Funcionario
30982,79,Sevilla,174,Retirado
30983,64,Madrid,121,Retirado
30984,44,Madrid,137,Empleado
30985,19,Sevilla,120,Estudiante
30986,81,Valencia,63,Retirado
30987,33,Sevilla,93,Funcionario
30988,68,Valencia,127,Retirado
30989,33,Valencia,38,Empleado
30990,37,Barcelona,116,Sin empleo
30991,31,Sevilla,41,Empleado
30992,83,Barcelona,66,Retirado
30993,51,Valencia,80,Sin empleo
30994,70,Valencia,148,Retirado
30995,65,Barcelona,143,Retirado
30996,70,Madrid,166,Retirado
30997,83,Barcelona,128,Retirado
30998,82,Valencia,137,Retirado
30999,27,Sevilla,124,Empleado
31000,62,Barcelona,57,Sin empleo
31001,45,Valencia,49,Empleado
31002,42,Valencia,33,Empleado
31003,45,Valencia,90,Empleado
31004,41,Barcelona,67,Empleado
31005,74,Madrid,136,Retirado
31006,75,Madrid,121,Retirado
31007,68,Valencia,32,Retirado
31008,65,Madrid,129,Retirado
31009,32,Sevilla,87,Funcionario
31010,45,Valencia,180,Empleado
31011,45,Valencia,127,Sin empleo
31012,73,Barcelona,136,Retirado
31013,65,Barcelona,150,Retirado
31014,35,Sevilla,174,Sin empleo
31015,68,Barcelona,43,Retirado
31016,68,Valencia,172,Retirado
31017,27,Madrid,55,Empleado
31018,84,Sevilla,98,Retirado
31019,45,Barcelona,117,Empleado
31020,56,Sevilla,47,Empresario
31021,43,Barcelona,144,Empleado
31022,19,Barcelona,107,Empleado
31023,80,Madrid,83,Retirado
31024,79,Valencia,84,Empresario
31025,73,Barcelona,129,Retirado
31026,82,Valencia,113,Retirado
31027,47,Madrid,96,Empresario
31028,71,Valencia,127,Retirado
31029,38,Madrid,81,Empleado
31030,18,Madrid,41,Empleado
31031,28,Barcelona,102,Empleado
31032,52,Madrid,140,Empleado
31033,46,Madrid,55,Funcionario
31034,64,Sevilla,117,Funcionario
31035,53,Barcelona,91,Empleado
31036,90,Valencia,39,Retirado
31037,23,Madrid,90,Estudiante
31038,22,Sevilla,54,Empleado
31039,48,Sevilla,112,Empresario
31040,43,Barcelona,111,Empleado
31041,61,Barcelona,132,Empleado
31042,65,Valencia,120,Retirado
31043,39,Valencia,149,Empleado
31044,49,Madrid,164,Funcionario
31045,85,Barcelona,116,Retirado
31046,25,Sevilla,134,Estudiante
31047,22,Barcelona,149,Estudiante
31048,73,Sevilla,139,Retirado
31049,53,Madrid,77,Empleado
31050,26,Madrid,127,Empleado
31051,74,Sevilla,163,Retirado
31052,52,Sevilla,75,Empleado
31053,39,Sevilla,90,Empleado
31054,90,Madrid,146,Retirado
31055,85,Sevilla,134,Retirado
31056,23,Sevilla,153,Sin empleo
31057,70,Barcelona,159,Retirado
31058,70,Sevilla,59,Retirado
31059,72,Madrid,86,Retirado
31060,46,Barcelona,65,Sin empleo
31061,86,Sevilla,177,Retirado
31062,38,Barcelona,142,Funcionario
31063,83,Valencia,174,Retirado
31064,64,Sevilla,51,Empleado
31065,69,Madrid,139,Retirado
31066,70,Madrid,83,Retirado
31067,62,Sevilla,173,Funcionario
31068,30,Sevilla,41,Funcionario
31069,85,Madrid,89,Retirado
31070,47,Valencia,156,Sin empleo
31071,54,Sevilla,43,Funcionario
31072,45,Sevilla,109,Empleado
31073,66,Valencia,69,Retirado
31074,63,Madrid,73,Empleado
31075,39,Valencia,155,Empleado
31076,82,Valencia,42,Retirado
31077,57,Barcelona,58,Empleado
31078,56,Sevilla,97,Empleado
31079,26,Barcelona,92,Empleado
31080,62,Madrid,32,Empresario
31081,73,Valencia,67,Retirado
31082,73,Barcelona,140,Retirado
31083,20,Sevilla,180,Estudiante
31084,25,Barcelona,87,Sin empleo
31085,20,Valencia,38,Estudiante
31086,31,Barcelona,116,Funcionario
31087,68,Sevilla,109,Retirado
31088,61,Barcelona,45,Funcionario
31089,71,Sevilla,163,Retirado
31090,42,Madrid,167,Funcionario
31091,24,Madrid,160,Empleado
31092,48,Barcelona,172,Funcionario
31093,48,Barcelona,136,Funcionario
31094,42,Barcelona,109,Funcionario
31095,40,Barcelona,160,Empleado
31096,50,Sevilla,43,Funcionario
31097,22,Barcelona,37,Empleado
31098,83,Madrid,64,Retirado
31099,58,Barcelona,149,Empleado
31100,38,Madrid,167,Funcionario
31101,71,Sevilla,143,Retirado
31102,74,Barcelona,38,Retirado
31103,32,Madrid,97,Empleado
31104,75,Madrid,72,Retirado
31105,20,Madrid,128,Estudiante
31106,66,Madrid,150,Retirado
31107,37,Barcelona,36,Empleado
31108,82,Madrid,40,Empresario
31109,32,Barcelona,143,Empresario
31110,89,Valencia,64,Retirado
31111,78,Madrid,154,Retirado
31112,61,Sevilla,161,Funcionario
31113,49,Valencia,142,Empleado
31114,73,Barcelona,58,Retirado
31115,79,Madrid,105,Retirado
31116,25,Sevilla,174,Sin empleo
31117,21,Sevilla,81,Empresario
31118,63,Barcelona,54,Funcionario
31119,45,Sevilla,76,Empleado
31120,53,Madrid,43,Empleado
31121,67,Valencia,110,Retirado
31122,29,Valencia,67,Funcionario
31123,62,Barcelona,84,Empleado
31124,21,Valencia,98,Estudiante
31125,18,Barcelona,96,Estudiante
31126,49,Sevilla,117,Empleado
31127,51,Sevilla,135,Funcionario
31128,52,Barcelona,34,Funcionario
31129,76,Madrid,120,Retirado
31130,46,Sevilla,137,Empleado
31131,82,Barcelona,139,Retirado
31132,48,Sevilla,36,Empleado
31133,34,Sevilla,126,Empresario
31134,31,Valencia,155,Empleado
31135,88,Sevilla,117,Retirado
31136,67,Valencia,54,Retirado
31137,80,Sevilla,120,Retirado
31138,89,Valencia,55,Retirado
31139,29,Valencia,143,Empleado
31140,31,Barcelona,31,Funcionario
31141,23,Madrid,100,Estudiante
31142,78,Sevilla,136,Retirado
31143,68,Barcelona,109,Retirado
31144,74,Sevilla,91,Retirado
31145,79,Madrid,149,Retirado
31146,34,Madrid,135,Empleado
31147,74,Valencia,150,Retirado
31148,52,Madrid,175,Empleado
31149,86,Valencia,95,Retirado
31150,57,Madrid,97,Funcionario
31151,38,Barcelona,98,Funcionario
31152,67,Barcelona,95,Retirado
31153,54,Sevilla,130,Empleado
31154,90,Barcelona,156,Retirado
31155,80,Barcelona,103,Empresario
31156,37,Sevilla,174,Funcionario
31157,31,Sevilla,168,Empleado
31158,55,Barcelona,161,Empresario
31159,70,Barcelona,40,Sin empleo
31160,61,Madrid,141,Empleado
31161,49,Madrid,141,Funcionario
31162,31,Madrid,96,Funcionario
31163,88,Valencia,126,Retirado
31164,72,Sevilla,177,Sin empleo
31165,75,Barcelona,129,Retirado
31166,50,Valencia,109,Funcionario
31167,87,Barcelona,47,Retirado
31168,62,Barcelona,63,Funcionario
31169,78,Barcelona,176,Retirado
31170,48,Madrid,155,Retirado
31171,47,Madrid,102,Empleado
31172,38,Madrid,64,Empleado
31173,87,Madrid,93,Retirado
31174,80,Barcelona,176,Retirado
31175,21,Barcelona,113,Estudiante
31176,58,Sevilla,40,Funcionario
31177,67,Sevilla,160,Retirado
31178,38,Sevilla,155,Empleado
31179,69,Madrid,175,Retirado
31180,34,Barcelona,158,Empleado
31181,28,Valencia,54,Sin empleo
31182,73,Barcelona,43,Retirado
31183,45,Sevilla,137,Funcionario
31184,36,Madrid,84,Funcionario
31185,71,Barcelona,99,Retirado
31186,57,Barcelona,98,Funcionario
31187,26,Valencia,94,Empleado
31188,51,Madrid,77,Empresario
31189,36,Sevilla,88,Empresario
31190,28,Barcelona,73,Empleado
31191,71,Barcelona,69,Retirado
31192,78,Madrid,114,Retirado
31193,66,Barcelona,129,Retirado
31194,18,Barcelona,152,Estudiante
31195,59,Valencia,119,Empleado
31196,21,Madrid,125,Empleado
31197,68,Barcelona,42,Retirado
31198,43,Valencia,51,Funcionario
31199,42,Barcelona,72,Empleado
31200,77,Valencia,152,Retirado
31201,20,Sevilla,74,Empleado
31202,43,Madrid,160,Empleado
31203,20,Barcelona,162,Estudiante
31204,72,Barcelona,135,Retirado
31205,38,Barcelona,144,Empleado
31206,82,Sevilla,150,Retirado
31207,75,Madrid,130,Sin empleo
31208,31,Sevilla,130,Funcionario
31209,42,Sevilla,60,Funcionario
31210,70,Sevilla,42,Retirado
31211,34,Sevilla,148,Funcionario
31212,56,Barcelona,72,Empleado
31213,71,Barcelona,54,Retirado
31214,32,Barcelona,91,Empleado
31215,89,Madrid,88,Retirado
31216,53,Barcelona,111,Retirado
31217,71,Sevilla,60,Retirado
31218,26,Sevilla,115,Empleado
31219,45,Madrid,130,Empleado
31220,90,Barcelona,101,Retirado
31221,64,Madrid,129,Empleado
31222,30,Sevilla,124,Empleado
31223,42,Valencia,142,Empleado
31224,42,Madrid,116,Empleado
31225,43,Barcelona,79,Funcionario
31226,83,Sevilla,31,Retirado
31227,26,Madrid,146,Estudiante
31228,72,Sevilla,119,Sin empleo
31229,48,Madrid,89,Empleado
31230,76,Valencia,120,Retirado
31231,29,Barcelona,107,Empleado
31232,46,Valencia,46,Funcionario
31233,56,Barcelona,85,Funcionario
31234,30,Sevilla,37,Empleado
31235,24,Sevilla,171,Empleado
31236,78,Sevilla,112,Retirado
31237,40,Madrid,153,Empleado
31238,72,Barcelona,110,Sin empleo
31239,74,Valencia,123,Retirado
31240,20,Valencia,36,Empleado
31241,23,Madrid,137,Sin empleo
31242,61,Madrid,100,Retirado
31243,77,Sevilla,81,Retirado
31244,87,Barcelona,63,Retirado
31245,18,Barcelona,71,Empleado
31246,53,Valencia,80,Sin empleo
31247,83,Madrid,42,Sin empleo
31248,63,Barcelona,118,Funcionario
31249,23,Valencia,159,Sin empleo
31250,21,Sevilla,121,Sin empleo
31251,22,Sevilla,66,Estudiante
31252,84,Barcelona,143,Retirado
31253,39,Madrid,35,Funcionario
31254,86,Madrid,172,Retirado
31255,22,Valencia,90,Empresario
31256,38,Valencia,169,Empleado
31257,31,Barcelona,96,Sin empleo
31258,48,Madrid,76,Empleado
31259,84,Madrid,53,Retirado
31260,38,Sevilla,134,Empleado
31261,89,Sevilla,68,Retirado
31262,72,Valencia,94,Retirado
31263,33,Sevilla,176,Empleado
31264,83,Sevilla,176,Retirado
31265,23,Valencia,67,Empleado
31266,71,Valencia,92,Retirado
31267,55,Valencia,63,Retirado
31268,66,Madrid,141,Retirado
31269,25,Sevilla,98,Empleado
31270,35,Valencia,54,Funcionario
31271,68,Barcelona,81,Retirado
31272,29,Barcelona,169,Empleado
31273,64,Madrid,85,Sin empleo
31274,34,Madrid,123,Empleado
31275,41,Barcelona,55,Empleado
31276,79,Barcelona,154,Retirado
31277,33,Valencia,101,Sin empleo
31278,85,Barcelona,76,Retirado
31279,46,Valencia,76,Empleado
31280,73,Valencia,75,Retirado
31281,54,Sevilla,121,Empleado
31282,42,Valencia,69,Sin empleo
31283,49,Barcelona,79,Funcionario
31284,63,Barcelona,42,Empresario
31285,29,Sevilla,94,Empresario
31286,26,Barcelona,180,Empleado
31287,76,Barcelona,124,Retirado
31288,34,Sevilla,154,Funcionario
31289,38,Madrid,118,Funcionario
31290,76,Sevilla,115,Sin empleo
31291,67,Madrid,98,Retirado
31292,62,Valencia,61,Funcionario
31293,78,Valencia,35,Retirado
31294,19,Barcelona,133,Empleado
31295,44,Sevilla,153,Sin empleo
31296,79,Sevilla,85,Retirado
31297,74,Valencia,120,Retirado
31298,30,Valencia,80,Sin empleo
31299,24,Valencia,81,Empleado
31300,36,Barcelona,95,Sin empleo
31301,52,Barcelona,56,Empleado
31302,21,Madrid,76,Estudiante
31303,51,Barcelona,90,Empleado
31304,67,Barcelona,106,Retirado
31305,24,Sevilla,134,Estudiante
31306,33,Barcelona,137,Empresario
31307,50,Sevilla,97,Empresario
31308,60,Barcelona,61,Empleado
31309,45,Madrid,90,Funcionario
31310,53,Valencia,51,Empleado
31311,30,Madrid,122,Sin empleo
31312,19,Barcelona,76,Estudiante
31313,20,Madrid,179,Estudiante
31314,79,Madrid,173,Retirado
31315,80,Barcelona,43,Retirado
31316,40,Valencia,73,Empleado
31317,72,Barcelona,149,Retirado
31318,20,Sevilla,134,Estudiante
31319,29,Madrid,121,Empleado
31320,60,Sevilla,124,Funcionario
31321,51,Valencia,115,Empleado
31322,62,Sevilla,96,Funcionario
31323,66,Sevilla,71,Retirado
31324,21,Sevilla,178,Estudiante
31325,75,Barcelona,180,Retirado
31326,65,Barcelona,141,Retirado
31327,56,Madrid,53,Empleado
31328,42,Barcelona,176,Funcionario
31329,18,Sevilla,148,Estudiante
31330,64,Valencia,166,Empleado
31331,83,Sevilla,65,Retirado
31332,90,Sevilla,135,Retirado
31333,61,Barcelona,128,Empleado
31334,79,Madrid,101,Retirado
31335,75,Valencia,33,Retirado
31336,50,Barcelona,172,Empleado
31337,23,Sevilla,64,Estudiante
31338,32,Sevilla,114,Empleado
31339,82,Valencia,165,Retirado
31340,82,Barcelona,153,Retirado
31341,89,Valencia,131,Retirado
31342,33,Barcelona,70,Empleado
31343,43,Valencia,157,Sin empleo
31344,54,Madrid,42,Empleado
31345,68,Sevilla,132,Retirado
31346,63,Madrid,91,Sin empleo
31347,78,Barcelona,67,Retirado
31348,49,Sevilla,169,Empleado
31349,66,Madrid,87,Retirado
31350,72,Valencia,95,Retirado
31351,51,Barcelona,128,Sin empleo
31352,76,Valencia,166,Sin empleo
31353,28,Barcelona,126,Empresario
31354,88,Sevilla,157,Empresario
31355,44,Barcelona,87,Sin empleo
31356,53,Madrid,106,Funcionario
31357,35,Sevilla,143,Sin empleo
31358,21,Madrid,144,Empleado
31359,85,Valencia,143,Retirado
31360,66,Madrid,106,Retirado
31361,44,Sevilla,85,Empleado
31362,57,Barcelona,107,Funcionario
31363,88,Madrid,61,Retirado
31364,44,Valencia,156,Empleado
31365,74,Barcelona,166,Sin empleo
31366,24,Sevilla,158,Empleado
31367,56,Sevilla,122,Funcionario
31368,65,Sevilla,104,Retirado
31369,42,Barcelona,60,Sin empleo
31370,36,Barcelona,45,Funcionario
31371,61,Madrid,96,Funcionario
